Breed,Weight_kg,Age_years,RBC,Hb,WBC,Platelets,Glucose,Creatinine,ALT,MCV,MCH,MCHC,MedicalHistory,Vd,ke,CL,fi,D_eff,Xylazine_Dose_mg_per_kg,Safe_Unsafe
German Shepherd,36.5,9.7,5.611,16.317,3.425,156.5,94.6,1.348,63.5,88.78,24.48,31.89,Recent surgery,1.992,0.0211,0.042,0.5262,0.243,0.693,1
Mixed Breed,9.7578,4.5041,5.706,8.411,10.899,434.5,97.2,0.574,36.3,61.4838,25.8362,28.0051,Allergies,1.965,0.0203,0.0399,0.5391,0.2044,0.59,0
German Shepherd,32.6,6.5,5.669,12.862,8.18,271.8,91.6,1.387,34.7,79.39,26.39,28.73,Vaccinated,2.02,0.0212,0.0428,0.5301,0.178,0.512,1
Labrador Retriever,26.2,7.4,5.976,13.402,5.644,340.0,95.5,1.376,57.9,75.08,26.64,30.61,Chronic illness,2.062,0.0236,0.0487,0.5295,0.2237,0.634,0
Yorkshire Terrier,9.8103,9.4695,4.294,11.141,5.127,113.6,91.9,0.74,38.6,82.0999,19.3112,33.1113,Not vaccinated,1.888,0.0203,0.0383,0.5327,0.1942,0.581,1
Rottweiler,36.2,0.7,5.155,11.748,6.004,192.7,102.9,1.341,34.0,75.5,26.74,30.97,Dental issues,2.008,0.0225,0.0452,0.5316,0.1876,0.534,0
Labrador Retriever,40.2923,3.7422,5.828,15.568,7.883,201.9,76.7,1.122,67.5,78.3232,22.6591,29.5104,Allergies,1.963,0.0231,0.0454,0.5214,0.2098,0.598,1
Beagle,17.8233,1.6696,5.659,13.91,11.483,268.3,98.4,1.186,38.9,82.4033,27.4448,30.1269,Allergies,2.113,0.0225,0.0475,0.5338,0.2021,0.583,1
Golden Retriever,26.2,0.7,6.113,15.646,7.79,216.6,97.5,1.925,37.2,79.05,27.46,31.01,Previous kidney disease,2.076,0.0212,0.044,0.527,0.2142,0.612,0
Boxer,26.0,9.4,4.588,13.774,8.442,338.1,82.4,1.139,33.2,93.04,24.25,32.22,Dental issues,2.058,0.0221,0.0455,0.5289,0.1688,0.512,1
Bulldog,28.0,1.3,5.304,13.892,10.141,339.5,84.5,1.13,51.4,86.36,19.31,30.44,No previous conditions,2.195,0.0194,0.0426,0.5288,0.1365,0.426,1
Boxer,23.8284,3.3296,4.988,9.243,6.221,460.0,82.8,1.076,57.9,72.8818,22.2528,28.1202,Parasite history,2.0,0.0222,0.0444,0.5241,0.1591,0.49,1
Yorkshire Terrier,4.4,10.7,6.489,17.234,11.993,139.4,112.5,0.892,54.2,83.44,27.16,29.79,Recent surgery,1.886,0.0217,0.0409,0.5255,0.1498,0.451,0
Yorkshire Terrier,6.1,4.8,6.816,17.786,5.456,178.5,85.7,0.968,45.8,85.11,23.1,32.06,Chronic illness,1.916,0.0181,0.0347,0.5243,0.1841,0.553,0
Boxer,20.2216,1.3224,4.692,11.418,6.777,302.2,82.6,0.939,79.0,81.691,20.768,29.99,Vaccinated,1.931,0.0207,0.04,0.5076,0.1506,0.469,0
Rottweiler,44.9166,5.363,5.98,12.474,7.688,371.9,84.1,1.41,37.4,85.5473,25.2988,29.4807,Recent surgery,1.896,0.0209,0.0396,0.5316,0.2153,0.585,0
Rottweiler,38.3,1.7,6.317,12.134,11.734,310.7,77.3,1.251,38.4,73.51,23.94,31.08,Recent surgery,2.069,0.02,0.0414,0.5306,0.2169,0.616,1
Labrador Retriever,39.3232,15.0667,5.32,13.448,5.853,242.7,67.5,1.413,59.1,86.6492,22.7688,28.4653,Allergies,1.952,0.0217,0.0424,0.5438,0.2188,0.625,1
Yorkshire Terrier,5.4,10.8,5.399,12.741,9.999,259.4,82.7,1.434,48.4,79.83,23.49,32.01,Previous kidney disease,1.876,0.0213,0.04,0.5301,0.1414,0.43,0
Golden Retriever,36.8,11.0,6.994,16.652,5.568,212.9,93.5,1.011,32.9,77.08,26.45,31.12,No previous conditions,1.96,0.023,0.0451,0.5258,0.2358,0.672,1
Rottweiler,45.0,11.7,6.857,17.02,5.036,203.6,65.1,2.076,38.4,81.13,23.64,31.75,Previous kidney disease,2.082,0.0206,0.0429,0.5248,0.2153,0.604,0
Labrador Retriever,36.0,6.5,7.485,17.247,12.46,158.2,81.8,1.298,53.7,84.5,23.06,32.05,Recent surgery,2.008,0.0219,0.044,0.5249,0.206,0.578,0
Yorkshire Terrier,8.2,5.4,6.091,12.682,14.526,205.9,78.8,0.57,47.2,72.55,19.93,31.84,Not vaccinated,1.864,0.021,0.0391,0.53,0.1971,0.599,1
Yorkshire Terrier,6.7991,7.3797,5.577,11.91,8.245,354.2,83.4,0.888,42.3,71.1357,22.4368,27.7798,Recent surgery,2.065,0.0219,0.0452,0.5476,0.1444,0.453,1
Yorkshire Terrier,8.944,8.5525,5.745,14.548,7.202,359.7,87.1,1.08,107.1,84.9121,18.8932,31.6985,Recent surgery,1.974,0.0218,0.043,0.5351,0.1582,0.493,0
Poodle,6.4,0.5,4.947,13.292,8.163,289.9,56.6,0.785,53.1,97.59,26.32,30.91,Vaccinated,1.913,0.0221,0.0423,0.5289,0.1886,0.556,1
Rottweiler,37.4312,4.847,5.658,17.643,7.1,105.7,79.6,1.137,69.0,94.67,25.4298,34.3948,Not vaccinated,1.977,0.0222,0.0439,0.5322,0.2024,0.563,1
Bulldog,24.4,0.5,6.125,12.416,6.094,308.5,94.2,1.192,50.8,78.21,21.79,31.04,Vaccinated,2.104,0.0191,0.0402,0.5306,0.1823,0.571,1
Golden Retriever,45.0,3.9,5.368,13.341,7.237,252.1,106.6,1.098,41.8,85.84,26.61,32.93,Parasite history,2.067,0.0225,0.0465,0.5298,0.1962,0.564,0
Yorkshire Terrier,4.5662,12.6033,5.388,11.75,7.832,179.5,85.1,0.879,36.2,68.4127,19.1449,28.4839,Recent surgery,1.884,0.0199,0.0375,0.518,0.1923,0.59,1
Beagle,29.9,9.2,5.94,13.839,6.57,269.1,87.5,1.555,65.0,75.84,25.7,32.48,Parasite history,2.019,0.0202,0.0408,0.5289,0.1764,0.513,1
Mixed Breed,13.0975,12.7621,5.408,13.946,9.103,543.9,89.6,1.205,35.8,95.4853,23.681,27.4076,Vaccinated,2.104,0.0218,0.0459,0.5439,0.1614,0.475,1
German Shepherd,31.4,12.5,4.196,11.938,16.669,230.0,96.8,1.349,46.4,80.19,22.39,32.67,Dental issues,2.028,0.0231,0.0468,0.5312,0.1738,0.501,1
Labrador Retriever,32.5607,5.6828,7.876,17.292,7.944,253.0,85.8,1.379,40.1,86.2464,21.1298,29.6161,Recent surgery,1.88,0.0226,0.0425,0.5195,0.1864,0.508,0
Yorkshire Terrier,6.6,10.7,5.894,17.013,3.909,133.9,99.2,0.761,30.6,85.92,19.23,32.18,Not vaccinated,1.965,0.0209,0.0411,0.5255,0.197,0.593,1
German Shepherd,31.0,1.0,5.664,16.764,8.095,350.3,85.6,1.39,57.4,80.95,20.31,32.14,No previous conditions,1.996,0.0224,0.0447,0.5255,0.1893,0.539,1
Golden Retriever,33.1,12.6,5.888,11.39,7.126,510.8,117.2,1.204,57.7,72.24,20.45,28.68,Recent surgery,2.039,0.0225,0.0459,0.5323,0.2381,0.688,1
German Shepherd,40.9874,6.0436,6.137,14.16,6.304,285.1,98.5,1.276,40.6,79.1237,22.0953,30.1842,Not vaccinated,1.958,0.0224,0.0439,0.526,0.191,0.546,0
Poodle,6.7,5.9,5.299,13.194,6.517,224.3,97.0,0.965,60.4,85.48,27.82,30.14,Chronic illness,1.883,0.0196,0.0369,0.5298,0.2129,0.629,0
Rottweiler,33.4513,2.9462,5.736,14.584,7.446,257.6,75.6,1.295,29.1,87.128,24.5863,32.4956,Vaccinated,1.871,0.0227,0.0425,0.5196,0.2206,0.634,1
Mixed Breed,19.647,6.5255,4.886,10.92,7.03,331.9,103.6,1.035,36.6,75.0069,21.6806,37.3009,Not vaccinated,2.078,0.0195,0.0405,0.5261,0.194,0.594,0
Mixed Breed,26.7,9.5,4.032,12.449,7.404,308.6,67.4,1.161,62.3,99.67,23.0,32.57,Vaccinated,1.952,0.0218,0.0426,0.5301,0.1438,0.431,1
Golden Retriever,38.4,1.2,6.638,14.492,14.175,231.4,105.6,1.47,130.0,71.11,21.84,30.9,Recent surgery,2.007,0.0206,0.0413,0.5285,0.231,0.662,0
German Shepherd,30.2893,14.9085,5.458,12.146,4.75,303.0,101.9,1.722,109.6,82.4713,21.6618,28.3382,Chronic illness,2.038,0.0218,0.0444,0.5228,0.202,0.56,0
Mixed Breed,23.5415,6.7166,6.226,11.248,13.361,376.3,82.8,1.288,36.5,80.1992,22.6874,30.6002,Vaccinated,2.061,0.0204,0.042,0.5323,0.1326,0.415,1
Yorkshire Terrier,2.9599,4.8395,6.374,12.404,8.528,360.0,83.0,0.886,75.1,75.0063,26.1339,27.817,Chronic illness,1.952,0.0202,0.0394,0.5503,0.1962,0.582,0
Rottweiler,28.6547,14.5686,6.098,14.211,5.689,300.6,81.3,1.227,48.7,81.8259,22.6016,31.075,Not vaccinated,2.095,0.023,0.0482,0.5067,0.1879,0.543,1
Boxer,13.673,3.5054,6.502,17.575,4.603,175.1,71.3,1.104,51.5,93.9909,27.1946,31.3194,Previous heart condition,2.172,0.0198,0.043,0.5339,0.1807,0.54,0
Poodle,4.6379,9.3914,6.68,17.058,4.788,210.3,100.5,1.009,53.1,90.6252,23.5504,32.6436,Vaccinated,1.953,0.0211,0.0412,0.5303,0.2181,0.646,1
German Shepherd,39.6054,10.6499,5.926,15.974,5.706,366.3,73.3,1.417,57.6,76.1594,20.369,29.1148,Previous heart condition,2.077,0.0222,0.0461,0.5158,0.1924,0.553,0
Mixed Breed,36.4,3.0,6.196,17.667,18.0,239.5,83.3,1.187,31.9,88.76,26.31,30.63,Previous heart condition,2.043,0.0199,0.0407,0.5244,0.2046,0.606,0
Rottweiler,29.8,6.5,4.621,13.541,8.689,243.9,73.5,1.074,52.7,85.85,24.03,30.9,Vaccinated,1.98,0.0225,0.0446,0.529,0.1939,0.549,1
Labrador Retriever,37.0973,14.4985,7.255,18.712,11.26,201.7,111.4,1.267,60.0,91.452,22.9242,30.2557,Vaccinated,1.938,0.0235,0.0455,0.5129,0.2493,0.694,1
Golden Retriever,38.6,12.2,6.524,18.285,10.378,158.5,103.2,1.408,73.2,89.51,21.78,30.07,Recent surgery,1.938,0.0199,0.0386,0.5241,0.2011,0.571,0
Poodle,10.1254,3.9589,4.899,12.008,5.302,200.9,102.7,1.015,55.2,82.9964,22.0778,30.5977,Vaccinated,1.86,0.0211,0.0393,0.5243,0.2121,0.666,1
Golden Retriever,29.9753,5.9221,5.441,14.544,12.363,258.5,85.9,1.936,51.1,79.2812,23.5393,32.2418,Previous kidney disease,2.075,0.0203,0.0421,0.5319,0.2413,0.678,0
Poodle,9.0297,2.491,7.213,12.405,7.414,258.2,92.8,1.333,41.8,63.6198,22.2777,32.8529,Previous kidney disease,1.972,0.0178,0.0351,0.5279,0.1725,0.519,0
Labrador Retriever,36.5884,11.9649,5.821,14.501,7.004,143.4,88.7,1.288,39.0,80.9331,26.1185,29.0928,Recent surgery,1.939,0.0237,0.046,0.5247,0.2449,0.698,1
Boxer,26.8,3.9,5.667,16.751,7.869,325.9,101.2,1.252,129.8,85.64,24.7,31.22,Chronic illness,1.971,0.0209,0.0412,0.5258,0.1992,0.6,0
Mixed Breed,38.9004,5.5889,6.086,14.82,5.818,229.5,101.1,1.416,92.7,75.4001,26.9914,29.5028,Dental issues,1.994,0.0212,0.0423,0.5403,0.1846,0.54,1
Yorkshire Terrier,7.8,4.7,6.771,12.884,10.151,297.8,59.8,0.939,35.7,62.15,27.97,29.38,Dental issues,1.957,0.0234,0.0458,0.5295,0.1877,0.57,1
Poodle,5.5,2.8,6.719,17.093,6.54,175.3,60.0,0.798,34.6,83.38,22.2,32.2,Not vaccinated,1.877,0.0204,0.0383,0.5246,0.2071,0.605,1
Golden Retriever,34.6722,2.4804,5.042,14.741,4.261,270.2,88.1,1.271,67.6,81.181,19.9887,33.0503,Recent surgery,1.865,0.0214,0.0399,0.503,0.1779,0.525,1
Boxer,15.212,0.7814,6.071,12.606,8.392,264.0,98.6,1.154,31.6,80.5571,27.9065,28.545,Not vaccinated,2.038,0.0211,0.043,0.541,0.2051,0.662,1
Beagle,20.0764,0.8987,4.671,8.0,6.371,269.5,84.4,0.938,38.8,69.7446,19.714,27.4978,Dental issues,2.047,0.0233,0.0477,0.5286,0.18,0.525,0
Rottweiler,45.3954,7.1821,5.462,11.923,4.936,229.9,87.7,1.408,83.8,76.4441,26.5796,30.039,Parasite history,1.966,0.0222,0.0436,0.5142,0.2429,0.691,0
Mixed Breed,40.0029,0.879,4.556,9.976,4.792,115.6,127.7,1.239,33.6,81.6444,27.6124,32.0516,Parasite history,2.049,0.0213,0.0436,0.5343,0.1838,0.582,1
Poodle,7.3224,7.9948,6.128,14.636,3.695,241.2,79.7,1.198,36.7,76.237,25.5196,31.7691,No previous conditions,1.936,0.0206,0.0399,0.5166,0.1788,0.537,1
Yorkshire Terrier,5.4298,9.9466,6.39,16.332,17.601,111.7,71.9,0.744,48.3,81.4154,25.8391,33.8605,Parasite history,1.865,0.021,0.0392,0.5085,0.141,0.419,1
Mixed Breed,12.8218,2.6264,4.738,12.602,16.794,221.4,94.4,1.036,31.0,79.3076,25.1307,31.0223,Skin conditions history,1.922,0.0211,0.0405,0.5257,0.1876,0.566,0
Boxer,15.8,9.6,5.965,15.531,3.504,271.7,115.5,1.298,62.3,90.33,23.84,30.66,Recent surgery,1.993,0.02,0.0399,0.5275,0.1779,0.538,0
Labrador Retriever,35.3,9.9,5.291,14.685,9.566,178.0,71.6,1.762,36.9,66.06,21.88,31.25,Previous kidney disease,2.042,0.0214,0.0437,0.5276,0.1931,0.545,0
Boxer,15.0932,12.8773,5.832,13.612,5.632,254.3,115.1,1.042,126.1,76.2866,27.1238,28.1293,Previous heart condition,2.017,0.0225,0.0454,0.5188,0.2048,0.606,1
Mixed Breed,9.0,0.8,5.494,9.184,3.385,168.3,89.2,1.133,41.0,71.08,26.45,28.0,Allergies,1.966,0.0196,0.0385,0.5343,0.1448,0.438,1
Mixed Breed,5.0931,7.642,5.355,14.712,5.321,279.2,71.1,1.075,49.6,89.4896,22.818,33.5772,Recent surgery,1.99,0.0203,0.0404,0.5183,0.1676,0.49,1
German Shepherd,33.8,12.2,5.685,14.978,10.57,292.3,92.0,1.417,121.6,83.35,27.56,28.75,Previous heart condition,1.854,0.0203,0.0376,0.5277,0.2198,0.629,0
Poodle,3.8,2.6,5.649,13.704,7.717,243.4,71.3,0.979,52.3,72.72,27.01,29.9,No previous conditions,1.888,0.0207,0.0391,0.5287,0.1598,0.471,1
German Shepherd,38.4343,8.2889,6.084,14.764,10.844,442.4,84.5,1.129,52.9,84.8257,26.0478,31.5936,Vaccinated,2.02,0.0203,0.041,0.5206,0.1937,0.547,1
Mixed Breed,39.3279,3.5415,5.638,15.528,9.702,315.6,106.1,1.56,55.3,91.2864,22.8121,29.6773,Skin conditions history,2.077,0.0222,0.0461,0.5319,0.173,0.518,1
Bulldog,19.6,5.1,5.277,12.964,7.838,278.0,99.5,1.169,38.3,90.02,26.84,29.96,No previous conditions,2.181,0.021,0.0458,0.5301,0.1799,0.563,1
Labrador Retriever,39.5,14.1,5.765,14.002,8.987,278.3,87.4,1.491,32.9,87.49,23.39,28.98,Not vaccinated,2.026,0.0228,0.0462,0.5287,0.2312,0.654,1
German Shepherd,33.6604,14.6101,3.5,19.273,13.762,321.1,73.8,1.2,31.3,88.7124,21.0163,32.2422,Vaccinated,2.084,0.0236,0.0492,0.5146,0.1901,0.551,1
German Shepherd,36.8922,6.5984,6.11,17.955,7.897,223.4,83.7,1.486,43.5,85.1049,24.6309,31.624,Previous heart condition,2.043,0.0213,0.0435,0.5375,0.182,0.51,1
Bulldog,19.4465,4.5936,5.373,15.358,4.333,232.6,106.8,0.908,30.9,89.1836,25.1598,32.2678,Allergies,2.337,0.0211,0.0493,0.5253,0.1617,0.53,0
German Shepherd,33.4538,0.9944,4.293,11.082,6.688,187.4,83.0,1.288,36.6,83.1461,22.0098,30.8131,No previous conditions,2.044,0.0225,0.046,0.5058,0.1899,0.558,1
German Shepherd,33.3379,9.3553,5.226,11.981,4.833,229.2,77.6,1.08,60.0,86.1753,22.8326,31.6033,Previous heart condition,1.976,0.0229,0.0453,0.5193,0.2019,0.594,1
Beagle,21.8421,9.7377,5.548,13.569,9.563,239.4,92.9,1.166,45.5,84.0245,23.7354,28.8573,Dental issues,1.953,0.0216,0.0422,0.5152,0.2065,0.608,1
Beagle,24.6746,14.2554,5.16,12.037,7.863,344.6,73.7,1.129,58.9,88.0103,27.5839,30.9889,No previous conditions,1.962,0.0219,0.043,0.5193,0.197,0.59,1
Bulldog,16.6798,2.9612,4.257,12.36,10.04,251.5,118.8,1.095,81.7,91.6332,22.2879,30.5477,Chronic illness,2.28,0.0173,0.0394,0.536,0.1521,0.465,1
Beagle,17.6499,8.5505,3.571,8.115,3.0,135.7,74.8,0.934,37.8,85.6098,20.0318,28.6127,Not vaccinated,1.93,0.0218,0.0421,0.5476,0.2281,0.675,0
German Shepherd,27.0551,8.8694,5.749,14.801,6.364,281.6,64.8,1.436,56.2,90.0188,23.5293,32.0976,Chronic illness,2.017,0.0223,0.045,0.5174,0.2166,0.62,0
Boxer,20.2722,12.7529,5.534,14.653,5.146,254.7,87.3,0.957,31.1,86.0666,26.6945,30.5845,Previous heart condition,2.042,0.0198,0.0404,0.5165,0.1676,0.54,0
Poodle,8.8612,1.3867,3.963,10.132,6.26,530.2,99.0,0.404,58.2,76.9419,25.3157,31.4022,Dental issues,2.006,0.0208,0.0417,0.5288,0.1779,0.528,1
Boxer,24.8,12.8,6.021,14.438,11.954,322.9,81.3,0.929,69.3,76.76,23.98,31.36,Parasite history,1.945,0.0206,0.0401,0.5281,0.1979,0.599,1
Boxer,14.1,3.8,5.178,12.722,17.03,223.6,97.8,1.044,68.1,81.35,23.01,31.75,Not vaccinated,2.033,0.0228,0.0464,0.5304,0.1956,0.595,1
Poodle,6.0,1.8,3.634,9.268,10.638,329.6,96.6,1.325,76.7,84.71,26.03,28.0,No previous conditions,1.936,0.0216,0.0418,0.5343,0.2059,0.614,1
Yorkshire Terrier,4.9307,7.4358,5.891,13.801,10.613,250.2,50.0,0.703,59.1,87.8733,26.6313,31.2511,Skin conditions history,1.878,0.0218,0.0409,0.509,0.1339,0.406,1
Rottweiler,30.4115,11.0378,6.676,14.745,3.716,222.4,76.3,1.533,33.7,76.7595,27.1061,31.5257,Previous heart condition,1.94,0.0219,0.0425,0.5304,0.2364,0.665,0
Beagle,19.8764,10.5031,5.223,9.592,8.948,533.6,89.1,1.066,76.0,66.2196,20.4371,27.8138,Dental issues,1.996,0.0216,0.0431,0.5609,0.2063,0.607,0
Bulldog,17.235,0.4991,5.633,15.245,5.151,232.3,101.9,1.052,74.1,89.124,25.22,29.1012,Not vaccinated,2.205,0.0203,0.0448,0.5358,0.1763,0.537,0
Boxer,21.6,11.3,4.98,9.642,5.011,257.4,75.4,1.181,43.5,83.31,27.99,29.89,Chronic illness,1.999,0.0196,0.0392,0.5335,0.1989,0.609,1
Bulldog,29.1547,13.7094,5.598,12.909,3.0,231.4,59.0,0.993,48.1,79.6914,22.5241,27.7039,Dental issues,2.252,0.021,0.0473,0.5309,0.1722,0.545,1
Rottweiler,40.897,15.3194,5.946,16.01,3.457,239.0,93.8,1.177,35.0,73.0461,27.0735,31.855,Skin conditions history,1.976,0.0198,0.0391,0.5271,0.258,0.682,1
Boxer,22.0606,5.4129,5.024,11.433,8.147,283.7,76.7,1.107,40.4,72.4927,21.9301,28.5871,Chronic illness,2.079,0.0207,0.043,0.5343,0.1802,0.567,1
Labrador Retriever,34.7945,6.99,5.811,15.749,10.966,404.9,83.1,1.565,71.8,89.3035,21.0575,30.8674,Chronic illness,2.106,0.0223,0.047,0.5243,0.2225,0.622,1
Mixed Breed,5.1287,9.3519,5.251,14.056,4.67,203.6,97.5,1.078,62.3,91.9116,27.6133,31.0899,Previous heart condition,2.16,0.0195,0.0421,0.5136,0.148,0.443,0
Mixed Breed,12.7,4.9,6.138,16.249,6.525,206.8,73.5,0.858,51.8,86.98,26.35,31.8,Allergies,1.95,0.0223,0.0435,0.5259,0.2104,0.625,0
Rottweiler,34.7,13.5,5.508,10.912,10.214,406.8,100.5,1.822,41.9,76.86,27.22,28.82,Previous kidney disease,1.983,0.0207,0.041,0.5325,0.2388,0.681,0
Labrador Retriever,34.5908,8.4778,4.643,13.417,9.211,347.4,108.9,1.047,49.1,88.9807,20.944,29.5155,Not vaccinated,1.943,0.0233,0.0453,0.5386,0.1857,0.532,0
German Shepherd,32.0649,6.7745,6.269,14.85,6.831,255.6,81.1,1.989,34.0,76.7885,26.1526,31.9769,Previous kidney disease,2.017,0.0211,0.0426,0.5143,0.2057,0.577,0
Golden Retriever,38.0495,4.8989,6.812,15.63,12.058,248.8,77.2,1.376,39.4,81.6287,22.1142,31.3009,Previous heart condition,2.129,0.0205,0.0436,0.5062,0.2463,0.732,1
Labrador Retriever,28.397,12.6069,5.156,11.229,9.173,372.4,71.8,1.018,31.9,75.0768,24.7703,30.3549,No previous conditions,2.027,0.0238,0.0482,0.5213,0.1982,0.562,1
Beagle,25.5058,12.285,5.008,8.532,4.754,192.0,89.8,1.207,53.8,70.9562,22.0051,28.6879,Not vaccinated,1.998,0.0203,0.0406,0.5139,0.2,0.595,0
Yorkshire Terrier,3.5,8.0,5.221,11.131,5.594,242.9,91.8,1.034,41.1,74.99,25.57,31.27,No previous conditions,1.885,0.0203,0.0383,0.5321,0.1421,0.434,1
Mixed Breed,40.0,5.8,5.555,12.721,14.26,381.3,101.3,1.587,87.8,72.12,20.03,32.51,Recent surgery,1.993,0.0219,0.0436,0.5304,0.1464,0.439,0
Bulldog,20.1397,5.0704,5.313,12.823,7.788,279.3,99.1,1.179,39.0,87.8882,26.348,30.6555,No previous conditions,2.1,0.0212,0.0445,0.5288,0.1794,0.563,1
Labrador Retriever,37.1394,13.3772,8.764,15.697,12.156,544.7,75.5,1.117,61.3,63.9031,22.712,28.7626,Parasite history,2.104,0.0225,0.0474,0.5314,0.1784,0.515,1
Beagle,24.7367,2.3098,4.641,11.59,6.758,535.9,94.3,1.108,39.7,79.3765,20.2949,30.1004,Vaccinated,2.015,0.0228,0.0459,0.5162,0.1783,0.55,1
Boxer,20.2,0.5,6.577,14.524,10.14,249.3,95.0,1.038,38.9,82.71,19.33,29.4,No previous conditions,1.982,0.0205,0.0406,0.5282,0.2008,0.608,1
Poodle,4.0,8.7,6.127,13.943,7.654,368.1,89.0,1.157,109.8,84.72,21.85,29.65,Recent surgery,1.887,0.02,0.0377,0.5288,0.2165,0.638,0
Poodle,9.5881,8.7518,6.463,18.0,15.538,209.7,68.4,1.092,39.3,72.1709,19.2039,32.8889,Not vaccinated,2.0,0.0214,0.0428,0.5231,0.1985,0.596,0
Poodle,7.4,10.2,6.403,18.354,11.915,321.4,101.8,0.867,42.2,82.23,25.7,31.8,Dental issues,1.922,0.0215,0.0413,0.524,0.1878,0.548,1
German Shepherd,39.3,11.8,3.613,10.154,10.896,248.7,87.9,2.06,33.6,87.08,24.2,30.04,Previous kidney disease,1.931,0.0219,0.0423,0.5331,0.2229,0.645,0
Mixed Breed,12.1451,5.323,5.732,9.869,5.472,269.2,81.2,0.921,39.4,58.7531,27.546,27.9524,Allergies,2.047,0.0194,0.0397,0.5264,0.2076,0.629,0
Mixed Breed,9.7048,10.4413,4.354,10.037,4.134,111.5,70.1,0.836,33.0,73.6788,27.1655,30.0575,Vaccinated,2.014,0.0195,0.0393,0.5352,0.1996,0.594,1
Bulldog,25.4302,9.0525,4.397,13.179,6.42,199.9,82.7,1.293,43.3,86.4173,19.8726,29.7943,Parasite history,2.137,0.0181,0.0387,0.5328,0.1744,0.565,0
Labrador Retriever,39.2996,2.0989,6.482,15.224,5.152,244.1,56.9,1.298,49.1,83.1712,22.7331,31.6201,Skin conditions history,1.965,0.0241,0.0474,0.5271,0.1836,0.518,1
Beagle,14.9738,9.083,4.896,10.424,7.482,322.2,70.4,1.34,51.0,79.2696,20.543,29.6378,Recent surgery,1.998,0.0221,0.0441,0.5259,0.1809,0.532,1
Beagle,17.2198,8.6231,5.525,13.953,7.696,307.8,86.2,0.932,36.0,83.0279,20.4575,31.862,Not vaccinated,2.147,0.0228,0.0489,0.5273,0.1959,0.59,1
Bulldog,23.5,5.2,6.292,11.664,10.676,300.5,69.6,1.041,57.7,78.02,26.99,31.24,Not vaccinated,2.121,0.0218,0.0462,0.531,0.1709,0.536,1
Mixed Breed,29.2358,11.4385,5.358,10.941,6.036,351.8,94.5,1.435,52.4,73.9739,21.2939,27.9562,Previous heart condition,2.098,0.0197,0.0413,0.5255,0.1609,0.472,0
Beagle,28.4448,8.4354,6.531,17.064,6.337,256.4,85.8,1.466,41.7,84.9428,21.9548,31.2324,Recent surgery,2.014,0.0224,0.0451,0.5066,0.2181,0.608,1
Beagle,25.2405,4.2389,4.01,11.894,6.495,243.5,96.7,1.167,83.4,89.0656,19.5256,31.1185,No previous conditions,1.946,0.0218,0.0424,0.5194,0.2023,0.554,1
German Shepherd,37.7,13.4,6.004,11.033,16.539,375.2,104.7,1.332,45.7,66.19,22.83,28.23,Recent surgery,1.946,0.0212,0.0413,0.5324,0.2325,0.672,0
Yorkshire Terrier,8.5,9.3,6.872,20.23,7.892,161.3,77.0,1.007,50.7,86.82,24.22,32.27,Skin conditions history,1.897,0.0201,0.0381,0.5213,0.1612,0.481,1
Poodle,5.5,2.8,3.5,8.0,3.034,154.1,71.9,0.629,73.7,82.86,22.78,29.32,No previous conditions,2.016,0.0214,0.0431,0.5353,0.1629,0.487,0
Beagle,25.9189,5.0369,6.029,15.567,6.118,258.0,68.7,1.361,32.8,75.4241,20.8592,30.5989,Previous heart condition,2.001,0.0231,0.0462,0.5319,0.1985,0.577,1
Boxer,20.5,11.5,7.202,17.847,18.0,407.6,84.7,0.993,64.1,89.3,19.02,28.0,Recent surgery,1.93,0.0206,0.0398,0.5242,0.1812,0.544,0
Labrador Retriever,36.6423,13.6882,5.491,15.185,9.964,296.1,94.2,1.837,35.0,87.2892,22.3003,30.8295,Previous heart condition,2.066,0.0232,0.0479,0.5162,0.1973,0.566,0
German Shepherd,28.8738,2.8421,5.419,12.95,9.841,336.1,119.9,1.358,42.6,85.7958,24.8828,31.4549,Chronic illness,2.044,0.021,0.0429,0.5398,0.1927,0.547,0
Yorkshire Terrier,8.8774,8.7647,5.193,15.451,11.962,367.5,77.1,0.997,64.3,86.6774,20.4978,30.3062,Not vaccinated,1.874,0.021,0.0394,0.5392,0.1586,0.463,1
Bulldog,14.9638,11.1668,5.411,12.098,4.302,243.9,79.6,1.0,77.9,73.6426,26.9644,31.2055,Previous heart condition,2.194,0.0184,0.0404,0.5299,0.1531,0.467,0
Mixed Breed,26.966,4.5342,5.696,12.37,7.767,232.9,76.5,1.326,58.1,80.6092,24.2552,31.5758,Recent surgery,1.971,0.0197,0.0388,0.5198,0.1487,0.452,0
Poodle,8.7,10.2,6.214,13.837,7.094,292.2,81.0,1.348,79.8,75.16,19.02,32.32,Recent surgery,1.883,0.0212,0.0399,0.5288,0.2137,0.63,1
Beagle,28.2622,12.5303,5.86,13.406,4.996,232.2,81.1,0.877,110.8,82.0102,23.6827,28.6089,Skin conditions history,2.037,0.0226,0.046,0.5394,0.1886,0.557,1
Mixed Breed,24.8733,13.453,3.758,10.662,5.837,227.6,106.2,1.351,42.2,92.6235,24.7989,32.0614,Chronic illness,2.031,0.0208,0.0422,0.5336,0.1925,0.552,0
